1419090696159;28536832;17603072;7233816
1419090697174;28934144;17603072;8636528
1419090698176;28962816;17603072;10738760
1419090699179;28979200;17603072;9721920
1419090700180;28983296;17603072;7662832
1419090701181;28995584;17603072;9743400
1419090702182;28995584;17603072;8714000
1419090703184;29007872;17603072;8716544
1419090704184;29007872;17603072;7688568
1419090705190;29007872;17603072;10785376
1419090706192;29007872;17603072;9755984
1419090707194;29007872;17603072;7696040
1419090708194;29007872;17603072;10792848
1419090709196;29007872;17603072;10795392
1419090710197;29007872;17603072;8734064
1419090711198;29007872;17603072;10800320
1419090712200;29007872;17603072;9770928
1419090713203;29007872;17603072;8741496
1419090714202;29007872;17603072;10807752
1419090715205;29007872;17603072;9778360
1419090716206;29007872;17603072;8748968
1419090717205;29007872;17603072;7720960
1419090718210;29007872;17603072;9785864
1419090719211;29007872;17603072;8756576
1419090720217;29028352;18635008;10822864
1419090721218;29044736;18635008;8761600
1419090722224;29044736;18635008;8764176
1419090723231;29048832;18635008;7736168
1419090724235;29052928;18635008;7738712
1419090725235;29052928;18635008;10835552
1419090726242;29057024;18635008;9806160
1419090727243;29057024;18635008;7746248
1419090728243;29061120;18635008;10843056
1419090729246;29065216;18635008;8781760
1419090730246;29065216;18635008;7753752
1419090731252;29069312;18635008;10850592
1419090732253;29073408;18635008;9821232
1419090733253;29073408;18635008;8791872
1419090734256;29077504;18635008;10858128
1419090735257;29077504;18635008;9828760
1419090736264;29081600;18635008;7768816
1419090737264;29085696;18635008;9833688
1419090738265;29085696;18635008;8804328
1419090739274;29089792;18635008;7776320
1419090740274;29089792;18635008;9841224
1419090741279;29093888;18635008;8811792
1419090742279;29097984;18635008;7783816
1419090743288;29097984;18635008;10880656
1419090744289;29102080;18635008;9852272
1419090745297;29106176;18635008;9854848
1419090746298;29151232;18635008;10891704
1419090747299;29155328;18635008;7799856
1419090748304;29155328;18635008;10896656
1419090749304;29159424;18635008;9867264
1419090750308;29163520;18635008;7807384
1419090751310;29167616;18635008;9874528
1419090752312;29171712;18635008;7814616
1419090753318;29175808;18635008;7817032
1419090754322;29175808;18635008;9881936
1419090755329;29179904;18635008;10916256
1419090756330;29179904;18635008;8854928
1419090757331;29184000;18635008;10921184
1419090758335;29188096;18635008;9891784
1419090759337;29188096;18635008;8862424
1419090760339;29192192;18635008;7834416
1419090761339;29192192;18635008;8867384
1419090762341;29196288;18635008;7841984
1419090763344;29200384;18635008;9906856
1419090764353;29200384;18635008;7846944
1419090765353;29204480;18635008;9911816
1419090766358;29204480;18635008;8882456
1419090767361;29208576;18635008;10948712
1419090768363;29212672;18635008;8887376
1419090769365;29212672;18635008;10953664
1419090770367;29216768;18635008;8892336
1419090771374;29286400;18635008;7870768
1419090772375;29286400;18635008;8903736
1419090773377;29290496;18635008;10969992
1419090774378;29294592;18635008;7878144
1419090775378;29294592;18635008;10974952
1419090776380;29298688;18635008;8913624
1419090777389;29298688;18635008;7885648
1419090778391;29302784;18635008;9950520
1419090779392;29384704;18635008;7894104
1419090780395;29384704;18635008;10990944
1419090781396;29388800;18635008;8929616
1419090782397;29392896;18635008;9963968
1419090783398;29392896;18635008;7904056
1419090784405;29396992;18635008;11000864
1419090785406;29396992;18635008;9971504
1419090786415;29401088;18635008;9974048
1419090787424;29405184;18635008;8944688
1419090788424;29405184;18635008;7916712
1419090789432;29409280;18635008;11013520
1419090790432;29413376;18635008;7921640
1419090791435;29413376;18635008;11018480
1419090792441;29417472;18635008;8957152
1419090793450;29417472;18635008;7929176
1419090794450;29421568;18635008;11025984
1419090795451;29425664;18635008;9996624
1419090796454;29425664;18635008;8967232
1419090797456;29429760;18635008;11033488
1419090798459;29429760;18635008;8972304
1419090799462;29433856;18635008;10006624
1419090800464;29437952;18635008;7946712
1419090801466;29437952;18635008;10011616
1419090802468;29442048;18635008;8982224
1419090803469;29442048;18635008;7954248
1419090804470;29446144;18635008;10019120
1419090805471;29450240;18635008;7959208
1419090806474;29450240;18635008;11056048
1419090807474;29454336;18635008;10026656
1419090808475;29454336;18635008;11061008
1419090809476;29458432;18635008;8999680
1419090810485;29462528;18635008;11069560
1419090811490;29466624;18635008;10043352
1419090812495;29470720;18635008;10049808
1419090813501;29478912;18635008;7991304
1419090814503;29483008;18635008;10056208
1419090815503;29483008;18635008;11090560
1419090816506;29487104;18635008;10061168
1419090817506;29487104;18635008;9031808
1419090818509;29495296;18635008;11099584
1419090819512;29499392;18635008;9038288
1419090820521;29499392;18635008;8010312
1419090821521;29503488;18635008;11107120
1419090822522;29503488;18635008;10077760
1419090823530;29507584;18635008;9048368
1419090824531;29511680;18635008;11114624
1419090825532;37670912;27023616;9053168
1419090826533;37675008;27023616;11119488
1419090827536;37703680;27023616;14235760
1419090828546;37715968;27023616;10111448
1419090829545;37715968;27023616;12177704
1419090830546;37724160;27023616;14243960
1419090831550;37728256;27023616;9087016
1419090832554;37728256;27023616;11153304
1419090833554;37732352;27023616;12187624
1419090834556;37736448;27023616;15285816
1419090835557;37744640;27023616;9096936
1419090836560;37748736;27023616;12195160
1419090837561;37748736;27023616;15293352
1419090838561;37752832;27023616;9104432
1419090839562;37752832;27023616;11170720
1419090840564;37756928;27023616;14268912
1419090841564;37765120;27023616;8081576
1419090842565;37765120;27023616;11178224
1419090843570;37769216;27023616;14276448
1419090844570;37769216;27023616;8089112
1419090845574;37773312;27023616;11185760
1419090846577;37777408;27023616;15315920
1419090847580;37777408;27023616;11190872
1419090848582;37781504;27023616;14289064
1419090849583;37785600;27023616;8101728
1419090850583;37785600;27023616;11198368
1419090851588;37789696;27023616;15328496
1419090852588;37793792;27023616;10171552
1419090853590;37810176;27023616;13269776
1419090854593;37818368;27023616;8114376
1419090855593;37818368;27023616;11211056
1419090856595;37822464;27023616;15341184
1419090857596;37822464;27023616;9152304
1419090858596;37826560;27023616;13282432
1419090859598;37834752;27023616;9157424
1419090860605;37834752;27023616;14319520
1419090861610;37838848;27023616;10194480
1419090862610;37842944;27023616;13292704
1419090863610;37842944;27023616;9167696
1419090864610;37847040;27023616;13297824
1419090865610;37847040;27023616;8142392
1419090866613;37851136;27023616;10207104
1419090867614;37855232;27023616;13305328
1419090868616;37855232;27023616;9180320
1419090869618;37859328;27023616;13310448
1419090870625;37863424;27023616;9185440
1419090871632;37863424;27023616;13315568
1419090872632;37867520;27023616;8160136
1419090873638;37867520;27023616;12288752
1419090874645;37871616;27023616;15386944
1419090875645;37875712;27023616;10230000
1419090876645;37875712;27023616;13328224
1419090877645;37879808;27023616;9203184
1419090878646;37879808;27023616;13333312
1419090879653;37883904;27023616;10240240
1419090880659;37888000;27023616;14370400
1419090881660;37888000;27023616;10245424
1419090882660;37892096;27023616;13343616
1419090883660;37896192;27023616;9218568
1419090884664;37896192;27023616;12316792
1419090885671;37900288;27023616;8193296
1419090886677;37900288;27023616;12321912
1419090887677;37904384;27023616;15420104
1419090888680;37908480;27023616;11295056
1419090889682;37908480;27023616;14393280
1419090890685;37912576;27023616;9236304
1419090891688;37916672;27023616;12334528
1419090892690;37916672;27023616;8211064
1419090893690;37920768;27023616;11307712
1419090894690;37920768;27023616;14405936
1419090895690;37924864;27023616;10280896
1419090896694;37928960;27023616;14411056
1419090897695;37928960;27023616;9254080
1419090898696;37933056;27023616;12352304
1419090899702;37937152;27023616;8228840
1419090900703;37937152;27023616;10293584
1419090901703;37941248;27023616;13391776
1419090902705;37941248;27023616;8236336
1419090903707;37945344;27023616;12364920
1419090904707;37949440;27023616;13399240
1419090905708;37949440;27023616;15465488
1419090906708;37953536;27023616;11340448
1419090907709;37953536;27023616;14438672
1419090908713;37957632;27023616;10313592
1419090909714;37961728;27023616;13411816
1419090910714;37961728;27023616;8256344
1419090911723;37965824;27023616;12384960
1419090912724;37965824;27023616;15483184
1419090913724;37969920;27023616;11358064
1419090914728;37974016;27023616;15488224
1419090915728;37974016;27023616;11363216
1419090916729;37978112;27023616;14461408
1419090917730;37982208;27023616;9304392
1419090918730;37982208;27023616;13434552
1419090919734;37986304;27023616;9309512
1419090920734;37986304;27023616;11375800
1419090921735;37990400;27023616;15505928
1419090922741;37994496;27023616;11380920
1419090923743;37994496;27023616;12415272
1419090924746;37998592;27023616;8291808
1419090925748;38002688;27023616;12420424
